District_Name,UnitName,year,firs
HASSAN,SHRAVANABELAGOLA PS,2019,27.87
HASSAN,SHRAVANABELAGOLA PS,2020,30.65
HASSAN,SHRAVANABELAGOLA PS,2021,33.44
HASSAN,SHRAVANABELAGOLA PS,2022,36.23
HASSAN,SHRAVANABELAGOLA PS,2023,39.01
HASSAN,SHRAVANABELAGOLA PS,2024,41.8
HASSAN,HASSAN EXTN. PS,2021,29.2
HASSAN,HASSAN EXTN. PS,2022,34.07
HASSAN,HASSAN EXTN. PS,2023,38.93
HASSAN,HASSAN EXTN. PS,2024,43.8
HASSAN,KONANUR PS,2019,31.68
HASSAN,KONANUR PS,2020,34.85
HASSAN,KONANUR PS,2021,38.02
HASSAN,KONANUR PS,2022,41.18
HASSAN,KONANUR PS,2023,44.35
HASSAN,KONANUR PS,2024,47.52
HASSAN,HALEBEEDU PS,2019,32.96
HASSAN,HALEBEEDU PS,2020,36.26
HASSAN,HALEBEEDU PS,2021,39.55
HASSAN,HALEBEEDU PS,2022,42.85
HASSAN,HALEBEEDU PS,2023,46.14
HASSAN,HALEBEEDU PS,2024,49.44
HASSAN,HOLENARASIPURA RURAL PS,2019,33.07
HASSAN,HOLENARASIPURA RURAL PS,2020,36.37
HASSAN,HOLENARASIPURA RURAL PS,2021,39.68
HASSAN,HOLENARASIPURA RURAL PS,2022,42.99
HASSAN,HOLENARASIPURA RURAL PS,2023,46.29
HASSAN,HOLENARASIPURA RURAL PS,2024,49.6
HASSAN,CHANNARAYAPATNA RURAL PS,2019,33.33
HASSAN,CHANNARAYAPATNA RURAL PS,2020,36.67
HASSAN,CHANNARAYAPATNA RURAL PS,2021,40.0
HASSAN,CHANNARAYAPATNA RURAL PS,2022,43.33
HASSAN,CHANNARAYAPATNA RURAL PS,2023,46.67
HASSAN,CHANNARAYAPATNA RURAL PS,2024,50.0
HASSAN,ARASIKERE RURAL PS,2022,34.93
HASSAN,ARASIKERE RURAL PS,2023,43.67
HASSAN,ARASIKERE RURAL PS,2024,52.4
HASSAN,SAKALESHPURA TOWN PS,2019,36.4
HASSAN,SAKALESHPURA TOWN PS,2020,40.04
HASSAN,SAKALESHPURA TOWN PS,2021,43.68
HASSAN,SAKALESHPURA TOWN PS,2022,47.32
HASSAN,SAKALESHPURA TOWN PS,2023,50.96
HASSAN,SAKALESHPURA TOWN PS,2024,54.6
HASSAN,NUGGEHALLI PS,2019,44.27
HASSAN,NUGGEHALLI PS,2020,48.69
HASSAN,NUGGEHALLI PS,2021,53.12
HASSAN,NUGGEHALLI PS,2022,57.55
HASSAN,NUGGEHALLI PS,2023,61.97
HASSAN,NUGGEHALLI PS,2024,66.4
HASSAN,AREHALLI PS,2019,46.72
HASSAN,AREHALLI PS,2020,51.39
HASSAN,AREHALLI PS,2021,56.06
HASSAN,AREHALLI PS,2022,60.74
HASSAN,AREHALLI PS,2023,65.41
HASSAN,AREHALLI PS,2024,70.08
HASSAN,GANDASI PS,2019,48.32
HASSAN,GANDASI PS,2020,53.15
HASSAN,GANDASI PS,2021,57.98
HASSAN,GANDASI PS,2022,62.82
HASSAN,GANDASI PS,2023,67.65
HASSAN,GANDASI PS,2024,72.48
HASSAN,BANAVARA PS,2019,51.2
HASSAN,BANAVARA PS,2020,56.32
HASSAN,BANAVARA PS,2021,61.44
HASSAN,BANAVARA PS,2022,66.56
HASSAN,BANAVARA PS,2023,71.68
HASSAN,BANAVARA PS,2024,76.8
HASSAN,GORURU PS,2020,55.52
HASSAN,GORURU PS,2021,62.46
HASSAN,GORURU PS,2022,69.4
HASSAN,GORURU PS,2023,76.34
HASSAN,GORURU PS,2024,83.28
HASSAN,CHANNARAYAPATNA TRAFFIC PS,2019,57.28
HASSAN,CHANNARAYAPATNA TRAFFIC PS,2020,63.01
HASSAN,CHANNARAYAPATNA TRAFFIC PS,2021,68.74
HASSAN,CHANNARAYAPATNA TRAFFIC PS,2022,74.46
HASSAN,CHANNARAYAPATNA TRAFFIC PS,2023,80.19
HASSAN,CHANNARAYAPATNA TRAFFIC PS,2024,85.92
HASSAN,DUDDA PS,2019,62.27
HASSAN,DUDDA PS,2020,68.49
HASSAN,DUDDA PS,2021,74.72
HASSAN,DUDDA PS,2022,80.95
HASSAN,DUDDA PS,2023,87.17
HASSAN,DUDDA PS,2024,93.4
HASSAN,HASSAN RURAL PS,2019,68.8
HASSAN,HASSAN RURAL PS,2020,75.68
HASSAN,HASSAN RURAL PS,2021,82.56
HASSAN,HASSAN RURAL PS,2022,89.44
HASSAN,HASSAN RURAL PS,2023,96.32
HASSAN,HASSAN RURAL PS,2024,103.2
HASSAN,CHANNARAYAPATNA TOWN PS,2019,69.6
HASSAN,CHANNARAYAPATNA TOWN PS,2020,76.56
HASSAN,CHANNARAYAPATNA TOWN PS,2021,83.52
HASSAN,CHANNARAYAPATNA TOWN PS,2022,90.48
HASSAN,CHANNARAYAPATNA TOWN PS,2023,97.44
HASSAN,CHANNARAYAPATNA TOWN PS,2024,104.4
HASSAN,HASSAN TRAFFIC PS,2019,80.93
HASSAN,HASSAN TRAFFIC PS,2020,89.03
HASSAN,HASSAN TRAFFIC PS,2021,97.12
HASSAN,HASSAN TRAFFIC PS,2022,105.21
HASSAN,HASSAN TRAFFIC PS,2023,113.31
HASSAN,HASSAN TRAFFIC PS,2024,121.4
HASSAN,SHANTHIGRAMA PS,2019,81.47
HASSAN,SHANTHIGRAMA PS,2020,89.61
HASSAN,SHANTHIGRAMA PS,2021,97.76
HASSAN,SHANTHIGRAMA PS,2022,105.91
HASSAN,SHANTHIGRAMA PS,2023,114.05
HASSAN,SHANTHIGRAMA PS,2024,122.2
HASSAN,ARAKALAGUD PS,2019,119.2
HASSAN,ARAKALAGUD PS,2020,131.12
HASSAN,ARAKALAGUD PS,2021,143.04
HASSAN,ARAKALAGUD PS,2022,154.96
HASSAN,ARAKALAGUD PS,2023,166.88
HASSAN,ARAKALAGUD PS,2024,178.8
HAVERI,HULAGUR PS,2023,18.8
HAVERI,HULAGUR PS,2024,28.2
HAVERI,RANEBENNUR TRAFFIC PS,2019,21.2
HAVERI,RANEBENNUR TRAFFIC PS,2020,23.32
HAVERI,RANEBENNUR TRAFFIC PS,2021,25.44
HAVERI,RANEBENNUR TRAFFIC PS,2022,27.56
HAVERI,RANEBENNUR TRAFFIC PS,2023,29.68
HAVERI,RANEBENNUR TRAFFIC PS,2024,31.8
HAVERI,KUMARAPATTANAM PS,2019,21.76
HAVERI,KUMARAPATTANAM PS,2020,23.94
HAVERI,KUMARAPATTANAM PS,2021,26.11
HAVERI,KUMARAPATTANAM PS,2022,28.29
HAVERI,KUMARAPATTANAM PS,2023,30.46
HAVERI,KUMARAPATTANAM PS,2024,32.64
HAVERI,HAVERI TRAFFIC PS,2019,24.0
HAVERI,HAVERI TRAFFIC PS,2020,26.4
HAVERI,HAVERI TRAFFIC PS,2021,28.8
HAVERI,HAVERI TRAFFIC PS,2022,31.2
HAVERI,HAVERI TRAFFIC PS,2023,33.6
HAVERI,HAVERI TRAFFIC PS,2024,36.0
HAVERI,RATTIHALLI PS,2019,27.52
HAVERI,RATTIHALLI PS,2020,30.27
HAVERI,RATTIHALLI PS,2021,33.02
HAVERI,RATTIHALLI PS,2022,35.78
HAVERI,RATTIHALLI PS,2023,38.53
HAVERI,RATTIHALLI PS,2024,41.28
HAVERI,HAVERI WOMEN PS,2019,30.8
HAVERI,HAVERI WOMEN PS,2020,33.88
HAVERI,HAVERI WOMEN PS,2021,36.96
HAVERI,HAVERI WOMEN PS,2022,40.04
HAVERI,HAVERI WOMEN PS,2023,43.12
HAVERI,HAVERI WOMEN PS,2024,46.2
HAVERI,GUTTAL PS,2019,37.76
HAVERI,GUTTAL PS,2020,41.54
HAVERI,GUTTAL PS,2021,45.31
HAVERI,GUTTAL PS,2022,49.09
HAVERI,GUTTAL PS,2023,52.86
HAVERI,GUTTAL PS,2024,56.64
HAVERI,TADAS PS,2019,37.8
HAVERI,TADAS PS,2020,41.58
HAVERI,TADAS PS,2021,45.36
HAVERI,TADAS PS,2022,49.14
HAVERI,TADAS PS,2023,52.92
HAVERI,TADAS PS,2024,56.7
HAVERI,ADUR PS,2019,39.87
HAVERI,ADUR PS,2020,43.85
HAVERI,ADUR PS,2021,47.84
HAVERI,ADUR PS,2022,51.83
HAVERI,ADUR PS,2023,55.81
HAVERI,ADUR PS,2024,59.8
HAVERI,BANKAPURA PS,2019,40.0
HAVERI,BANKAPURA PS,2020,44.0
HAVERI,BANKAPURA PS,2021,48.0
HAVERI,BANKAPURA PS,2022,52.0
HAVERI,BANKAPURA PS,2023,56.0
HAVERI,BANKAPURA PS,2024,60.0
HAVERI,HAVERI CEN CRIME PS,2019,44.93
HAVERI,HAVERI CEN CRIME PS,2020,49.43
HAVERI,HAVERI CEN CRIME PS,2021,53.92
HAVERI,HAVERI CEN CRIME PS,2022,58.41
HAVERI,HAVERI CEN CRIME PS,2023,62.91
HAVERI,HAVERI CEN CRIME PS,2024,67.4
HAVERI,HANSABHAVI PS,2019,47.2
HAVERI,HANSABHAVI PS,2020,51.92
HAVERI,HANSABHAVI PS,2021,56.64
HAVERI,HANSABHAVI PS,2022,61.36
HAVERI,HANSABHAVI PS,2023,66.08
HAVERI,HANSABHAVI PS,2024,70.8
HAVERI,KAGINELE PS,2019,48.8
HAVERI,KAGINELE PS,2020,54.9
HAVERI,KAGINELE PS,2021,61.0
HAVERI,KAGINELE PS,2022,67.1
HAVERI,KAGINELE PS,2023,73.2
HAVERI,HAVERI TOWN PS,2019,50.0
HAVERI,HAVERI TOWN PS,2020,55.0
HAVERI,HAVERI TOWN PS,2021,60.0
HAVERI,HAVERI TOWN PS,2022,65.0
HAVERI,HAVERI TOWN PS,2023,70.0
HAVERI,HAVERI TOWN PS,2024,75.0
HAVERI,RANEBENNUR RURAL PS,2019,53.6
HAVERI,RANEBENNUR RURAL PS,2020,58.96
HAVERI,RANEBENNUR RURAL PS,2021,64.32
HAVERI,RANEBENNUR RURAL PS,2022,69.68
HAVERI,RANEBENNUR RURAL PS,2023,75.04
HAVERI,RANEBENNUR RURAL PS,2024,80.4
HAVERI,HAVERI RURAL PS,2019,56.27
HAVERI,HAVERI RURAL PS,2020,61.89
HAVERI,HAVERI RURAL PS,2021,67.52
HAVERI,HAVERI RURAL PS,2022,73.15
HAVERI,HAVERI RURAL PS,2023,78.77
HAVERI,HAVERI RURAL PS,2024,84.4
HAVERI,HIREKERUR PS,2019,60.0
HAVERI,HIREKERUR PS,2020,66.0
HAVERI,HIREKERUR PS,2021,72.0
HAVERI,HIREKERUR PS,2022,78.0
HAVERI,HIREKERUR PS,2023,84.0
HAVERI,HIREKERUR PS,2024,90.0
HAVERI,RANEBENNUR TOWN PS,2019,62.13
HAVERI,RANEBENNUR TOWN PS,2020,68.35
HAVERI,RANEBENNUR TOWN PS,2021,74.56
HAVERI,RANEBENNUR TOWN PS,2022,80.77
HAVERI,RANEBENNUR TOWN PS,2023,86.99
HAVERI,RANEBENNUR TOWN PS,2024,93.2
HAVERI,BYADAGI PS,2019,63.87
HAVERI,BYADAGI PS,2020,70.25
HAVERI,BYADAGI PS,2021,76.64
HAVERI,BYADAGI PS,2022,83.03
HAVERI,BYADAGI PS,2023,89.41
HAVERI,BYADAGI PS,2024,95.8
HAVERI,SHIGGAON PS,2019,66.67
HAVERI,SHIGGAON PS,2020,73.33
HAVERI,SHIGGAON PS,2021,80.0
HAVERI,SHIGGAON PS,2022,86.67
HAVERI,SHIGGAON PS,2023,93.33
HAVERI,SHIGGAON PS,2024,100.0
HAVERI,HANAGAL PS,2019,70.4
HAVERI,HANAGAL PS,2020,77.44
HAVERI,HANAGAL PS,2021,84.48
HAVERI,HANAGAL PS,2022,91.52
HAVERI,HANAGAL PS,2023,98.56
HAVERI,HANAGAL PS,2024,105.6
HAVERI,SAVANOOR PS,2019,94.67
HAVERI,SAVANOOR PS,2020,104.13
HAVERI,SAVANOOR PS,2021,113.6
HAVERI,SAVANOOR PS,2022,123.07
HAVERI,SAVANOOR PS,2023,132.53
HAVERI,SAVANOOR PS,2024,142.0
HAVERI,HALAGERI PS,2019,97.47
HAVERI,HALAGERI PS,2020,107.21
HAVERI,HALAGERI PS,2021,116.96
HAVERI,HALAGERI PS,2022,126.71
HAVERI,HALAGERI PS,2023,136.45
HAVERI,HALAGERI PS,2024,146.2
HUBBALLI DHARWAD CITY,E AND N CRIME PS HD CITY,2019,6.67
HUBBALLI DHARWAD CITY,E AND N CRIME PS HD CITY,2020,8.33
HUBBALLI DHARWAD CITY,E AND N CRIME PS HD CITY,2021,10.0
HUBBALLI DHARWAD CITY,KAMARIPETH PS,2019,21.6
HUBBALLI DHARWAD CITY,KAMARIPETH PS,2020,23.76
HUBBALLI DHARWAD CITY,KAMARIPETH PS,2021,25.92
HUBBALLI DHARWAD CITY,KAMARIPETH PS,2022,28.08
HUBBALLI DHARWAD CITY,KAMARIPETH PS,2023,30.24
HUBBALLI DHARWAD CITY,KAMARIPETH PS,2024,32.4
HUBBALLI DHARWAD CITY,GHANTIKERI PS,2019,26.8
HUBBALLI DHARWAD CITY,GHANTIKERI PS,2020,29.48
HUBBALLI DHARWAD CITY,GHANTIKERI PS,2021,32.16
HUBBALLI DHARWAD CITY,GHANTIKERI PS,2022,34.84
HUBBALLI DHARWAD CITY,GHANTIKERI PS,2023,37.52
HUBBALLI DHARWAD CITY,GHANTIKERI PS,2024,40.2
HUBBALLI DHARWAD CITY,ASHOKNAGAR PS,2018,34.06
HUBBALLI DHARWAD CITY,ASHOKNAGAR PS,2019,36.9
HUBBALLI DHARWAD CITY,ASHOKNAGAR PS,2020,39.73
HUBBALLI DHARWAD CITY,ASHOKNAGAR PS,2021,42.57
HUBBALLI DHARWAD CITY,ASHOKNAGAR PS,2022,45.41
HUBBALLI DHARWAD CITY,ASHOKNAGAR PS,2023,48.25
HUBBALLI DHARWAD CITY,ASHOKNAGAR PS,2024,51.09
HUBBALLI DHARWAD CITY,HUBBALLI EAST TRAFFIC PS,2019,36.13
HUBBALLI DHARWAD CITY,HUBBALLI EAST TRAFFIC PS,2020,39.75
HUBBALLI DHARWAD CITY,HUBBALLI EAST TRAFFIC PS,2021,43.36
HUBBALLI DHARWAD CITY,HUBBALLI EAST TRAFFIC PS,2022,46.97
HUBBALLI DHARWAD CITY,HUBBALLI EAST TRAFFIC PS,2023,50.59
HUBBALLI DHARWAD CITY,HUBBALLI EAST TRAFFIC PS,2024,54.2
HUBBALLI DHARWAD CITY,HD CITY WOMEN PS,2019,37.6
HUBBALLI DHARWAD CITY,HD CITY WOMEN PS,2020,41.36
HUBBALLI DHARWAD CITY,HD CITY WOMEN PS,2021,45.12
HUBBALLI DHARWAD CITY,HD CITY WOMEN PS,2022,48.88
HUBBALLI DHARWAD CITY,HD CITY WOMEN PS,2023,52.64
HUBBALLI DHARWAD CITY,HD CITY WOMEN PS,2024,56.4
HUBBALLI DHARWAD CITY,BENDIGERI PS,2018,50.63
HUBBALLI DHARWAD CITY,BENDIGERI PS,2019,54.85
HUBBALLI DHARWAD CITY,BENDIGERI PS,2020,59.07
HUBBALLI DHARWAD CITY,BENDIGERI PS,2021,63.29
HUBBALLI DHARWAD CITY,BENDIGERI PS,2022,67.5
HUBBALLI DHARWAD CITY,BENDIGERI PS,2023,71.72
HUBBALLI DHARWAD CITY,BENDIGERI PS,2024,75.94
HUBBALLI DHARWAD CITY,HUBBALLI SOUTH TRAFFIC PS,2019,52.27
HUBBALLI DHARWAD CITY,HUBBALLI SOUTH TRAFFIC PS,2020,57.49
HUBBALLI DHARWAD CITY,HUBBALLI SOUTH TRAFFIC PS,2021,62.72
HUBBALLI DHARWAD CITY,HUBBALLI SOUTH TRAFFIC PS,2022,67.95
HUBBALLI DHARWAD CITY,HUBBALLI SOUTH TRAFFIC PS,2023,73.17
HUBBALLI DHARWAD CITY,HUBBALLI SOUTH TRAFFIC PS,2024,78.4
HUBBALLI DHARWAD CITY,APMC NAVANAGAR,2019,52.67
HUBBALLI DHARWAD CITY,APMC NAVANAGAR,2020,57.93
HUBBALLI DHARWAD CITY,APMC NAVANAGAR,2021,63.2
HUBBALLI DHARWAD CITY,APMC NAVANAGAR,2022,68.47
HUBBALLI DHARWAD CITY,APMC NAVANAGAR,2023,73.73
HUBBALLI DHARWAD CITY,APMC NAVANAGAR,2024,79.0
HUBBALLI DHARWAD CITY,HUBBALLI TOWN PS,2019,58.4
HUBBALLI DHARWAD CITY,HUBBALLI TOWN PS,2020,64.24
HUBBALLI DHARWAD CITY,HUBBALLI TOWN PS,2021,70.08
HUBBALLI DHARWAD CITY,HUBBALLI TOWN PS,2022,75.92
HUBBALLI DHARWAD CITY,HUBBALLI TOWN PS,2023,81.76
HUBBALLI DHARWAD CITY,HUBBALLI TOWN PS,2024,87.6
HUBBALLI DHARWAD CITY,KASABAPETH PS,2019,63.33
HUBBALLI DHARWAD CITY,KASABAPETH PS,2020,69.67
HUBBALLI DHARWAD CITY,KASABAPETH PS,2021,76.0
HUBBALLI DHARWAD CITY,KASABAPETH PS,2022,82.33
HUBBALLI DHARWAD CITY,KASABAPETH PS,2023,88.67
HUBBALLI DHARWAD CITY,KASABAPETH PS,2024,95.0
HUBBALLI DHARWAD CITY,KESHAVAPUR PS,2019,66.8
HUBBALLI DHARWAD CITY,KESHAVAPUR PS,2020,73.48
HUBBALLI DHARWAD CITY,KESHAVAPUR PS,2021,80.16
HUBBALLI DHARWAD CITY,KESHAVAPUR PS,2022,86.84
HUBBALLI DHARWAD CITY,KESHAVAPUR PS,2023,93.52
HUBBALLI DHARWAD CITY,KESHAVAPUR PS,2024,100.2
HUBBALLI DHARWAD CITY,HUBBALLI NORTH TRAFFIC PS,2019,67.47
HUBBALLI DHARWAD CITY,HUBBALLI NORTH TRAFFIC PS,2020,74.21
HUBBALLI DHARWAD CITY,HUBBALLI NORTH TRAFFIC PS,2021,80.96
HUBBALLI DHARWAD CITY,HUBBALLI NORTH TRAFFIC PS,2022,87.71
HUBBALLI DHARWAD CITY,HUBBALLI NORTH TRAFFIC PS,2023,94.45
HUBBALLI DHARWAD CITY,HUBBALLI NORTH TRAFFIC PS,2024,101.2
HUBBALLI DHARWAD CITY,DHARWAD TRAFFIC PS,2019,73.47
HUBBALLI DHARWAD CITY,DHARWAD TRAFFIC PS,2020,80.81
HUBBALLI DHARWAD CITY,DHARWAD TRAFFIC PS,2021,88.16
HUBBALLI DHARWAD CITY,DHARWAD TRAFFIC PS,2022,95.51
HUBBALLI DHARWAD CITY,DHARWAD TRAFFIC PS,2023,102.85
HUBBALLI DHARWAD CITY,DHARWAD TRAFFIC PS,2024,110.2
HUBBALLI DHARWAD CITY,GOKUL ROAD PS,2019,76.8
HUBBALLI DHARWAD CITY,GOKUL ROAD PS,2020,84.48
HUBBALLI DHARWAD CITY,GOKUL ROAD PS,2021,92.16
HUBBALLI DHARWAD CITY,GOKUL ROAD PS,2022,99.84
HUBBALLI DHARWAD CITY,GOKUL ROAD PS,2023,107.52
HUBBALLI DHARWAD CITY,GOKUL ROAD PS,2024,115.2
HUBBALLI DHARWAD CITY,HUBBALLI SUB URBAN PS,2019,80.93
HUBBALLI DHARWAD CITY,HUBBALLI SUB URBAN PS,2020,89.03
HUBBALLI DHARWAD CITY,HUBBALLI SUB URBAN PS,2021,97.12
HUBBALLI DHARWAD CITY,HUBBALLI SUB URBAN PS,2022,105.21
HUBBALLI DHARWAD CITY,HUBBALLI SUB URBAN PS,2023,113.31
HUBBALLI DHARWAD CITY,HUBBALLI SUB URBAN PS,2024,121.4
HUBBALLI DHARWAD CITY,DHARWAD TOWN PS,2019,81.73
HUBBALLI DHARWAD CITY,DHARWAD TOWN PS,2020,89.91
HUBBALLI DHARWAD CITY,DHARWAD TOWN PS,2021,98.08
HUBBALLI DHARWAD CITY,DHARWAD TOWN PS,2022,106.25
HUBBALLI DHARWAD CITY,DHARWAD TOWN PS,2023,114.43
HUBBALLI DHARWAD CITY,DHARWAD TOWN PS,2024,122.6
HUBBALLI DHARWAD CITY,VIDYANAGAR PS,2019,91.73
HUBBALLI DHARWAD CITY,VIDYANAGAR PS,2020,100.91
HUBBALLI DHARWAD CITY,VIDYANAGAR PS,2021,110.08
HUBBALLI DHARWAD CITY,VIDYANAGAR PS,2022,119.25
HUBBALLI DHARWAD CITY,VIDYANAGAR PS,2023,128.43
HUBBALLI DHARWAD CITY,VIDYANAGAR PS,2024,137.6
HUBBALLI DHARWAD CITY,VIDYAGIRI PS,2019,98.8
HUBBALLI DHARWAD CITY,VIDYAGIRI PS,2020,108.68
HUBBALLI DHARWAD CITY,VIDYAGIRI PS,2021,118.56
HUBBALLI DHARWAD CITY,VIDYAGIRI PS,2022,128.44
HUBBALLI DHARWAD CITY,VIDYAGIRI PS,2023,138.32
HUBBALLI DHARWAD CITY,VIDYAGIRI PS,2024,148.2
HUBBALLI DHARWAD CITY,OLD HUBBALLI PS,2019,101.73
HUBBALLI DHARWAD CITY,OLD HUBBALLI PS,2020,111.91
HUBBALLI DHARWAD CITY,OLD HUBBALLI PS,2021,122.08
HUBBALLI DHARWAD CITY,OLD HUBBALLI PS,2022,132.25
HUBBALLI DHARWAD CITY,OLD HUBBALLI PS,2023,142.43
HUBBALLI DHARWAD CITY,OLD HUBBALLI PS,2024,152.6
HUBBALLI DHARWAD CITY,CEN CRIME PS HUBBALLI DHARWAD CITY,2018,110.06
HUBBALLI DHARWAD CITY,CEN CRIME PS HUBBALLI DHARWAD CITY,2019,119.23
HUBBALLI DHARWAD CITY,CEN CRIME PS HUBBALLI DHARWAD CITY,2020,128.4
HUBBALLI DHARWAD CITY,CEN CRIME PS HUBBALLI DHARWAD CITY,2021,137.57
HUBBALLI DHARWAD CITY,CEN CRIME PS HUBBALLI DHARWAD CITY,2022,146.74
HUBBALLI DHARWAD CITY,CEN CRIME PS HUBBALLI DHARWAD CITY,2023,155.91
HUBBALLI DHARWAD CITY,CEN CRIME PS HUBBALLI DHARWAD CITY,2024,165.09
HUBBALLI DHARWAD CITY,DHARWAD SUB-URBAN PS,2019,133.33
HUBBALLI DHARWAD CITY,DHARWAD SUB-URBAN PS,2020,146.67
HUBBALLI DHARWAD CITY,DHARWAD SUB-URBAN PS,2021,160.0
HUBBALLI DHARWAD CITY,DHARWAD SUB-URBAN PS,2022,173.33
HUBBALLI DHARWAD CITY,DHARWAD SUB-URBAN PS,2023,186.67
HUBBALLI DHARWAD CITY,DHARWAD SUB-URBAN PS,2024,200.0
K.G.F,CHAMPION REEFS PS,2019,16.27
K.G.F,CHAMPION REEFS PS,2020,20.33
K.G.F,CHAMPION REEFS PS,2021,24.4
K.G.F,KYASAMBALLI PS,2023,17.6
K.G.F,KYASAMBALLI PS,2024,26.4
K.G.F,MARIKUPPAM PS,2019,18.8
K.G.F,MARIKUPPAM PS,2020,28.2
K.G.F,BEML NAGAR PS,2016,21.03
K.G.F,BEML NAGAR PS,2017,22.34
K.G.F,BEML NAGAR PS,2018,23.66
K.G.F,BEML NAGAR PS,2019,24.97
K.G.F,BEML NAGAR PS,2020,26.29
K.G.F,BEML NAGAR PS,2021,27.6
K.G.F,BEML NAGAR PS,2022,28.91
K.G.F,BEML NAGAR PS,2023,30.23
K.G.F,BEML NAGAR PS,2024,31.54
K.G.F,OORGAUM PS,2019,21.73
K.G.F,OORGAUM PS,2020,23.91
K.G.F,OORGAUM PS,2021,26.08
K.G.F,OORGAUM PS,2022,28.25
K.G.F,OORGAUM PS,2023,30.43
K.G.F,OORGAUM PS,2024,32.6
K.G.F,KGF CEN CRIME PS,2019,25.87
K.G.F,KGF CEN CRIME PS,2020,28.45
K.G.F,KGF CEN CRIME PS,2021,31.04
K.G.F,KGF CEN CRIME PS,2022,33.63
K.G.F,KGF CEN CRIME PS,2023,36.21
K.G.F,KGF CEN CRIME PS,2024,38.8
K.G.F,BUDIKOTE PS,2021,34.4
K.G.F,BUDIKOTE PS,2022,40.13
K.G.F,BUDIKOTE PS,2023,45.87
K.G.F,BUDIKOTE PS,2024,51.6
K.G.F,KAMASAMUDRAM PS,2019,45.33
K.G.F,KAMASAMUDRAM PS,2020,49.87
K.G.F,KAMASAMUDRAM PS,2021,54.4
K.G.F,KAMASAMUDRAM PS,2022,58.93
K.G.F,KAMASAMUDRAM PS,2023,63.47
K.G.F,KAMASAMUDRAM PS,2024,68.0
K.G.F,ROBERTSONPET PS,2017,55.77
K.G.F,ROBERTSONPET PS,2018,59.76
K.G.F,ROBERTSONPET PS,2019,63.74
K.G.F,ROBERTSONPET PS,2020,67.72
K.G.F,ROBERTSONPET PS,2021,71.71
K.G.F,ROBERTSONPET PS,2022,75.69
K.G.F,ROBERTSONPET PS,2023,79.67
K.G.F,ROBERTSONPET PS,2024,83.66
K.G.F,ANDERSONPET PS,2019,59.47
K.G.F,ANDERSONPET PS,2020,65.41
K.G.F,ANDERSONPET PS,2021,71.36
K.G.F,ANDERSONPET PS,2022,77.31
K.G.F,ANDERSONPET PS,2023,83.25
K.G.F,ANDERSONPET PS,2024,89.2
K.G.F,BETHAMANGALA PS,2019,70.67
K.G.F,BETHAMANGALA PS,2020,77.73
K.G.F,BETHAMANGALA PS,2021,84.8
K.G.F,BETHAMANGALA PS,2022,91.87
K.G.F,BETHAMANGALA PS,2023,98.93
K.G.F,BETHAMANGALA PS,2024,106.0
K.G.F,BANGARPET PS,2019,115.2
K.G.F,BANGARPET PS,2020,126.72
K.G.F,BANGARPET PS,2021,138.24
K.G.F,BANGARPET PS,2022,149.76
K.G.F,BANGARPET PS,2023,161.28
K.G.F,BANGARPET PS,2024,172.8
KALABURAGI,KALABURAGI CEN CRIME PS,2023,4.8
KALABURAGI,KALABURAGI CEN CRIME PS,2024,7.2
KALABURAGI,KURAKUNTA PS,2019,5.07
KALABURAGI,KURAKUNTA PS,2020,5.7
KALABURAGI,KURAKUNTA PS,2021,6.33
KALABURAGI,KURAKUNTA PS,2022,6.97
KALABURAGI,KURAKUNTA PS,2023,7.6
KALABURAGI,KALABURAGI WOMEN PS,2023,6.8
KALABURAGI,KALABURAGI WOMEN PS,2024,10.2
KALABURAGI,KUNCHAVARAM PS,2023,6.8
KALABURAGI,KUNCHAVARAM PS,2024,10.2
KALABURAGI,KALAGI PS,2019,8.8
KALABURAGI,KALAGI PS,2020,9.68
KALABURAGI,KALAGI PS,2021,10.56
KALABURAGI,KALAGI PS,2022,11.44
KALABURAGI,KALAGI PS,2023,12.32
KALABURAGI,KALAGI PS,2024,13.2
KALABURAGI,MADANAHIPPARGA PS,2021,10.4
KALABURAGI,MADANAHIPPARGA PS,2022,12.13
KALABURAGI,MADANAHIPPARGA PS,2023,13.87
KALABURAGI,MADANAHIPPARGA PS,2024,15.6
KALABURAGI,MALKHED PS,2019,10.72
KALABURAGI,MALKHED PS,2020,11.79
KALABURAGI,MALKHED PS,2021,12.86
KALABURAGI,MALKHED PS,2022,13.94
KALABURAGI,MALKHED PS,2023,15.01
KALABURAGI,MALKHED PS,2024,16.08
KALABURAGI,NIMBARGA PS,2019,11.2
KALABURAGI,NIMBARGA PS,2020,12.32
KALABURAGI,NIMBARGA PS,2021,13.44
KALABURAGI,NIMBARGA PS,2022,14.56
KALABURAGI,NIMBARGA PS,2023,15.68
KALABURAGI,NIMBARGA PS,2024,16.8
KALABURAGI,MADBOOL PS,2022,13.6
KALABURAGI,MADBOOL PS,2023,17.0
KALABURAGI,MADBOOL PS,2024,20.4
KALABURAGI,MIRYAN PS,2019,14.08
KALABURAGI,MIRYAN PS,2020,15.49
KALABURAGI,MIRYAN PS,2021,16.9
KALABURAGI,MIRYAN PS,2022,18.3
KALABURAGI,MIRYAN PS,2023,19.71
KALABURAGI,MIRYAN PS,2024,21.12
KALABURAGI,YEDRAMI PS,2019,16.67
