District_Name,UnitName,FIRST_YEAR,LAST_YEAR,YEARS_RECORDED,TOTAL_FIRs,HEINOUS_FIRs,NON_HEINOUS_FIRs,HEINOUS_RATIO,FIRs_PER_YEAR,CRIME_VOLUME_SCALED,RISK_SCORE_NORM,SAFETY_INDEX,Latitude_mean,Longitude_mean,RISK_LEVEL
CHICKBALLAPURA,CHELUR PS,2021,2024,3,196,106,90,1,35.33,0.079005041,0.079005041,92.1,13.70873504,78.06892993,LOW
CHICKBALLAPURA,GOWRIBIDANUR RURAL PS,2020,2024,4,280,164,116,1,41,0.092044707,0.092044707,90.8,13.61405803,77.50373301,LOW
CHICKBALLAPURA,NANDI GIRIDHAMA PS,2019,2024,6,476,256,220,1,42.67,0.095879904,0.095879904,90.41,13.36704715,77.62205247,LOW
CHICKBALLAPURA,CHICKABALLAPURA CEN CRIME PS,2022,2024,3,304,152,152,1,50.67,0.114288845,0.114288845,88.57,13.52746292,77.7091891,LOW
CHICKBALLAPURA,CHICKBALLAPURA TRAFFIC PS,2019,2024,6,561,316,245,1,52.67,0.11889108,0.11889108,88.11,13.42809657,77.73287571,LOW
CHICKBALLAPURA,PERESANDRA PS,2023,2024,2,197,109,88,1,54.5,0.123109796,0.123109796,87.69,13.54491697,77.73728549,LOW
CHICKBALLAPURA,KENCHARLAHALLI PS,2019,2024,6,620,334,286,1,55.67,0.125794433,0.125794433,87.42,13.5100394,78.07093773,LOW
CHICKBALLAPURA,CHICKBALLAPURA RURAL PS,2021,2024,3,318,169,149,1,56.33,0.127328512,0.127328512,87.27,13.44539938,77.67967069,LOW
CHICKBALLAPURA,PATAPALYA PS,2019,2024,6,698,364,334,1,60.67,0.137300022,0.137300022,86.27,13.76792982,77.98001051,MEDIUM
CHICKBALLAPURA,MANCHENALLI PS,2021,2024,3,409,232,177,1,77.33,0.175651983,0.175651983,82.43,13.52577961,77.5583292,MEDIUM
CHICKBALLAPURA,CHINTAMANI RURAL PS,2021,2024,4,651,362,289,1,90.5,0.205950033,0.205950033,79.4,13.37576815,78.03547399,MEDIUM
CHICKBALLAPURA,GOWRIBIDANUR TOWN PS,2019,2024,6,1072,566,506,1,94.33,0.214770984,0.214770984,78.52,13.60866525,77.51436587,MEDIUM
CHICKBALLAPURA,SHIDLAGHATTA TOWN PS,2019,2024,6,1156,605,551,1,100.83,0.229728249,0.229728249,77.03,13.39043964,77.86429676,MEDIUM
CHICKBALLAPURA,GUDIBANDE PS,2019,2024,6,1301,714,587,1,119,0.271531887,0.271531887,72.85,13.65237364,77.75231363,MEDIUM
CHICKBALLAPURA,BAGEPALLI PS,2019,2024,6,1869,1001,868,1,166.83,0.381602016,0.381602016,61.84,13.78749759,77.81310447,HIGH
CHICKBALLAPURA,SHIDLAGATTA RURAL PS,2019,2024,6,1915,1043,872,1,173.83,0.39770984,0.39770984,60.23,13.34043518,77.87409392,HIGH
CHIKKAMAGALURU,KUDUREMUKH PS,2021,2023,3,25,13,12,1,4.33,0.007670392,0.007670392,99.23,13.19130838,75.26212392,LOW
CHIKKAMAGALURU,HARIHARAPURA PS,2019,2024,5,125,66,59,1,13.2,0.028073636,0.028073636,97.19,13.53877491,75.27375109,LOW
CHIKKAMAGALURU,CHICKMAGALUR CEN CRIME PS,2019,2024,6,284,142,142,1,23.67,0.052158668,0.052158668,94.78,13.35663424,75.78634384,LOW
CHIKKAMAGALURU,SINGATAGERE PS,2019,2024,6,284,149,135,1,24.83,0.054843305,0.054843305,94.52,13.50728528,76.15747033,LOW
CHIKKAMAGALURU,JAYAPURA PS,2021,2024,4,224,122,102,1,30.5,0.067882972,0.067882972,93.21,13.37912389,75.36151151,LOW
CHIKKAMAGALURU,BANAKAL PS,2019,2024,6,386,203,183,1,33.83,0.075553364,0.075553364,92.44,13.1338392,75.5578989,LOW
CHIKKAMAGALURU,BALUR PS,2019,2024,6,386,204,182,1,34,0.075936884,0.075936884,92.41,13.20053119,75.48218168,LOW
CHIKKAMAGALURU,BASAVANAHALLI PS,2019,2024,6,460,239,221,1,39.83,0.08936007,0.08936007,91.06,13.33992932,75.74749783,LOW
CHIKKAMAGALURU,PANCHANAHALLI PS,2019,2024,6,485,252,233,1,42,0.094345825,0.094345825,90.57,13.55204066,76.27658894,LOW
CHIKKAMAGALURU,ALDUR PS,2020,2024,4,348,185,163,1,46.25,0.104125575,0.104125575,89.59,13.22277184,75.59730706,LOW
CHIKKAMAGALURU,YAGATI PS,2019,2024,5,453,243,210,1,48.6,0.109533202,0.109533202,89.05,13.60762398,76.14228431,LOW
CHIKKAMAGALURU,GONIBEEDU PS,2020,2024,5,454,244,210,1,48.8,0.109993425,0.109993425,89,13.07337495,75.67885867,LOW
CHIKKAMAGALURU,SRINGERI PS,2019,2024,6,557,294,263,1,49,0.110453649,0.110453649,88.95,13.42237493,75.25284078,LOW
CHIKKAMAGALURU,KALASA PS,2019,2024,6,555,297,258,1,49.5,0.111604208,0.111604208,88.84,13.23280597,75.3860666,LOW
CHIKKAMAGALURU,CHICKMAGALUR WOMEN PS,2022,2024,3,280,154,126,1,51.33,0.115822924,0.115822924,88.42,13.32844076,75.74026395,LOW
CHIKKAMAGALURU,MALLANDURU PS,2020,2024,5,482,260,222,1,52,0.117357002,0.117357002,88.26,13.36227382,75.65194771,LOW
CHIKKAMAGALURU,KOPPA PS,2019,2024,6,638,336,302,1,56,0.126561473,0.126561473,87.34,13.52393115,75.36543,LOW
CHIKKAMAGALURU,CHICKMAGALUR TRAFFIC PS,2018,2024,7,832,446,386,1,63.71,0.144312952,0.144312952,85.57,13.31974632,75.76742023,MEDIUM
CHIKKAMAGALURU,N.R. PURA PS,2021,2024,4,487,264,223,1,66,0.14957265,0.14957265,85.04,13.61709405,75.48816915,MEDIUM
CHIKKAMAGALURU,LINGADAHALLI PS,2019,2024,6,875,470,405,1,78.33,0.177953101,0.177953101,82.2,13.5976006,75.81022133,MEDIUM
CHIKKAMAGALURU,LAKKAVALLI PS,2019,2024,6,949,501,448,1,83.5,0.189842209,0.189842209,81.02,13.71412597,75.69006468,MEDIUM
CHIKKAMAGALURU,BALEHONNUR PS,2019,2024,6,919,510,409,1,85,0.193293886,0.193293886,80.67,13.35244059,75.48164546,MEDIUM
CHIKKAMAGALURU,BIRUR PS,2019,2024,6,1047,582,465,1,97,0.220907298,0.220907298,77.91,13.61755333,75.95320832,MEDIUM
CHIKKAMAGALURU,SAKKARAYA PATNA PS,2020,2024,5,934,505,429,1,101,0.230111769,0.230111769,76.99,13.41365055,75.95608434,MEDIUM
CHIKKAMAGALURU,MUDIGERE PS,2019,2024,6,1422,746,676,1,124.33,0.283804515,0.283804515,71.62,13.1348172,75.64420521,HIGH
CHIKKAMAGALURU,TARIKERE TOWN PS,2019,2024,6,1480,810,670,1,135,0.30834977,0.30834977,69.17,13.7202308,75.81079874,HIGH
CHIKKAMAGALURU,KADUR PS,2019,2024,6,1532,839,693,1,139.83,0.319471839,0.319471839,68.05,13.48285065,76.02750984,HIGH
CHIKKAMAGALURU,CHICKMAGALUR TOWN PS,2019,2024,6,1829,976,853,1,162.67,0.372014026,0.372014026,62.8,13.31582171,75.7680977,HIGH
CHIKKAMAGALURU,AJJAMPURA PS,2017,2024,7,2307,1258,1049,1,179.71,0.411242604,0.411242604,58.88,13.75335484,76.0221825,HIGH
CHIKKAMAGALURU,CHICKMAGALUR RURAL PS,2020,2024,5,1842,968,874,1,193.6,0.443195266,0.443195266,55.68,13.31372546,75.80179243,HIGH
CHITRADURGA,CHITRADURGA CEN CRIME PS,2019,2024,3,96,48,48,1,16,0.034516765,0.034516765,96.55,14.17574065,76.44299717,LOW
CHITRADURGA,CHITRADURGA EXTENSION PS,2019,2024,6,237,121,116,1,20.17,0.044104756,0.044104756,95.59,14.23995238,76.41080301,LOW
CHITRADURGA,CHITRAHALLI GATE PS,2019,2024,4,208,112,96,1,28,0.062130178,0.062130178,93.79,14.06402672,76.26807039,LOW
CHITRADURGA,CHITRADURGA TOWN PS,2021,2024,4,227,116,111,1,29,0.064431295,0.064431295,93.56,14.22341829,76.40157027,LOW
CHITRADURGA,IMANGALA PS,2022,2024,3,175,98,77,1,32.67,0.072868727,0.072868727,92.71,14.10399578,76.54169843,LOW
CHITRADURGA,ABBINAHOLE PS,2019,2024,4,240,132,108,1,33,0.073635766,0.073635766,92.64,14.0685335,76.61702673,LOW
CHITRADURGA,SRIRAMPURA PS,2019,2024,4,237,132,105,1,33,0.073635766,0.073635766,92.64,13.49812552,76.41952929,LOW
CHITRADURGA,TURUVANUR (JOGI) PS,2022,2024,3,198,104,94,1,34.67,0.077470962,0.077470962,92.25,14.35057091,76.40352041,LOW
CHITRADURGA,CHITRADURGA WOMEN PS,2019,2024,4,232,155,77,1,38.75,0.086867193,0.086867193,91.31,14.21626439,76.39555684,LOW
CHITRADURGA,CHITRADURGA TRAFFIC PS,2020,2023,3,212,117,95,1,39,0.087442472,0.087442472,91.26,14.02268332,76.03993565,LOW
CHITRADURGA,THALAK PS,2020,2024,3,225,120,105,1,40,0.08974359,0.08974359,91.03,14.10299611,76.08235167,LOW
CHITRADURGA,RAMPURA PS,2019,2024,5,413,220,193,1,44,0.09894806,0.09894806,90.11,14.88472269,76.77025241,LOW
CHITRADURGA,CHITRADURGA KOTE PS,2022,2024,3,261,135,126,1,45,0.101249178,0.101249178,89.88,14.22439289,76.3850381,LOW
CHITRADURGA,HIRIYUR TOWN PS,2020,2024,4,370,200,170,1,50,0.112754767,0.112754767,88.72,13.87619885,76.42253509,LOW
CHITRADURGA,MOLAKALMURU PS,2019,2024,4,389,212,177,1,53,0.11965812,0.11965812,88.03,14.69807897,76.70833346,LOW
CHITRADURGA,CHALLAKERE PS,2019,2024,5,573,302,271,1,60.4,0.136686391,0.136686391,86.33,14.32286205,76.59926363,MEDIUM
CHITRADURGA,PARASURAMPURA PS,2019,2024,6,703,372,331,1,62,0.140368179,0.140368179,85.96,14.27079589,76.86773623,MEDIUM
CHITRADURGA,CHITRADURGA RURAL PS,2021,2024,4,480,253,227,1,63.25,0.143244576,0.143244576,85.68,14.2100643,76.33555547,MEDIUM
CHITRADURGA,NAYAKANHATTI PS,2023,2024,2,279,143,136,1,71.5,0.162228797,0.162228797,83.78,14.48167749,76.56348776,MEDIUM
CHITRADURGA,HOLALKERE PS,2019,2024,5,658,358,300,1,71.6,0.162458909,0.162458909,83.75,14.00547737,76.15938272,MEDIUM
CHITRADURGA,HOSADURGA PS,2022,2024,3,414,216,198,1,72,0.163379356,0.163379356,83.66,13.86660007,76.27762,MEDIUM
CHITRADURGA,BHARAMASAGARA PS,2020,2024,3,419,220,199,1,73.33,0.166447513,0.166447513,83.36,14.30914792,76.21247358,MEDIUM
CHITRADURGA,CHIKKAJAJUR PS,2023,2024,2,287,148,139,1,74,0.167981591,0.167981591,83.2,14.14361691,76.13299343,MEDIUM
CHITRADURGA,HIRIYUR RURAL PS,2019,2024,3,553,291,262,1,97,0.220907298,0.220907298,77.91,13.86226227,76.57828912,MEDIUM
CID,CYBER CRIME POLICE STATION CID,2024,2024,1,2,1,1,1,1,0,0,100,12.909367,77.638757,LOW
COASTAL SECURITY POLICE,COASTAL SECURITY POLICE BHATKAL,2024,2024,1,2,1,1,1,1,0,0,100,14.127621,74.484258,LOW
COASTAL SECURITY POLICE,COASTAL SECURITY POLICE HEJAMADY,2018,2024,4,12,6,6,1,1.5,0.001150559,0.001150559,99.88,13.138853,74.75781917,LOW
COASTAL SECURITY POLICE,COASTAL SECURITY POLICE BELEKERI,2024,2024,1,4,2,2,1,2,0.002301118,0.002301118,99.77,13.08820824,74.77307795,LOW
COASTAL SECURITY POLICE,COASTAL SECURITY POLICE GANGOLLI,2024,2024,1,4,2,2,1,2,0.002301118,0.002301118,99.77,13.780517,74.629306,LOW
COASTAL SECURITY POLICE,COASTAL SECURITY POLICE HONNAVAR,2022,2024,2,8,4,4,1,2,0.002301118,0.002301118,99.77,14.2450595,74.44660875,LOW
COASTAL SECURITY POLICE,COASTAL SECURITY POLICE KARWAR,2017,2024,8,50,25,25,1,3.12,0.004889875,0.004889875,99.51,14.80727592,74.15218544,LOW
COASTAL SECURITY POLICE,COASTAL SECURITY POLICE KUMTA,2019,2024,3,20,10,10,1,3.33,0.005369275,0.005369275,99.46,14.4407792,74.3097575,LOW
COASTAL SECURITY POLICE,COASTAL SECURITY POLICE MANGALURU,2017,2024,8,52,27,25,1,3.38,0.005465155,0.005465155,99.45,13.09435943,74.78881514,LOW
DAKSHINA KANNADA,DK CEN CRIME PS,2022,2024,3,47,24,23,1,8,0.016107824,0.016107824,98.39,12.83922092,75.00666658,LOW
DAKSHINA KANNADA,DK WOMEN PS,2019,2024,6,240,137,103,1,22.83,0.050241069,0.050241069,94.98,12.78126988,75.22256118,LOW
DAKSHINA KANNADA,BELLARE PS,2017,2024,7,323,175,148,1,25,0.055226824,0.055226824,94.48,12.70832112,75.36821265,LOW
DAKSHINA KANNADA,SUBRAMANYA PS,2019,2024,6,378,205,173,1,34.17,0.076320403,0.076320403,92.37,12.66541442,75.54291528,LOW
DAKSHINA KANNADA,PUTTUR TOWN PS,2016,2024,7,515,272,243,1,38.86,0.087113741,0.087113741,91.29,12.76106476,75.19797793,LOW
DAKSHINA KANNADA,KADABA PS,2020,2024,5,366,199,167,1,39.8,0.089283366,0.089283366,91.07,12.75822885,75.43038555,LOW
DAKSHINA KANNADA,DHARMASTHALA PS,2019,2024,6,467,245,222,1,40.83,0.091661188,0.091661188,90.83,12.8939893,75.39589826,LOW
DAKSHINA KANNADA,PUTTUR RURAL PS,2017,2024,7,636,342,294,1,48.86,0.110124918,0.110124918,88.99,12.69253461,75.23443345,LOW
DAKSHINA KANNADA,SULLIA PS,2017,2024,8,719,394,325,1,49.25,0.111028928,0.111028928,88.9,12.56349673,75.39851844,LOW
DAKSHINA KANNADA,VENOOR PS,2019,2024,6,546,297,249,1,49.5,0.111604208,0.111604208,88.84,13.04528677,75.15729731,LOW
DAKSHINA KANNADA,BANTWALA RURAL PS,2018,2024,7,742,390,352,1,55.71,0.125904011,0.125904011,87.41,12.88502729,75.03768967,LOW
DAKSHINA KANNADA,BELTHANGADI TRAFFIC PS,2019,2024,6,645,347,298,1,57.83,0.130780188,0.130780188,86.92,12.97505773,75.34039055,LOW
DAKSHINA KANNADA,BELTHANGADI PS,2019,2024,6,697,375,322,1,62.5,0.141518738,0.141518738,85.85,12.99946937,75.28770146,MEDIUM
DAKSHINA KANNADA,BANTWALA TRAFFIC PS,2019,2024,6,754,412,342,1,68.67,0.155708963,0.155708963,84.43,12.88266158,75.03302155,MEDIUM
DAKSHINA KANNADA,UPPINANGADI PS,2019,2024,6,802,422,380,1,70.33,0.15954416,0.15954416,84.05,12.83793051,75.36049218,MEDIUM
DAKSHINA KANNADA,PUNJALKATTE PS,2019,2024,6,822,443,379,1,73.83,0.167598071,0.167598071,83.24,12.93809625,75.17072151,MEDIUM
DAKSHINA KANNADA,BANTWALA TOWN PS,2019,2024,6,936,493,443,1,82.17,0.186774052,0.186774052,81.32,12.8784823,75.03554799,MEDIUM
DAKSHINA KANNADA,VITLA PS,2019,2024,6,1234,665,569,1,110.83,0.252739426,0.252739426,74.73,12.76432202,75.09565314,MEDIUM
DAKSHINA KANNADA,PUTTUR TRAFFIC PS,2019,2024,6,1413,753,660,1,125.5,0.286489152,0.286489152,71.35,12.7992271,75.22243039,HIGH
DAVANAGERE,DAVANGERE NORTH TRAFFIC PS,2019,2024,6,394,212,182,1,35.33,0.079005041,0.079005041,92.1,14.46852715,75.92732424,LOW
DAVANAGERE,RMC YARD PS,2019,2024,6,425,219,206,1,36.5,0.081689678,0.081689678,91.83,14.46178408,75.93774075,LOW
DAVANAGERE,BASAVANAGARA PS,2019,2024,6,467,239,228,1,39.83,0.08936007,0.08936007,91.06,14.45384692,75.8830763,LOW
DAVANAGERE,GANDHI NAGAR PS,2017,2024,7,582,298,284,1,42.57,0.09566075,0.09566075,90.43,14.48008641,75.90773791,LOW
DAVANAGERE,DAVANAGERE CEN CRIME PS,2019,2024,5,432,216,216,1,43.2,0.097107166,0.097107166,90.29,14.38388156,75.85338451,LOW
DAVANAGERE,AZAD NAGAR PS,2017,2024,7,627,319,308,1,45.57,0.102564103,0.102564103,89.74,14.48041073,75.92409519,LOW
DAVANAGERE,JAGALUR PS,2019,2024,6,592,318,274,1,53,0.11965812,0.11965812,88.03,14.52176501,76.34357944,LOW
DAVANAGERE,MAYAKONDA PS,2019,2024,5,546,299,247,1,59.8,0.13530572,0.13530572,86.47,14.31197288,76.04184912,MEDIUM
DAVANAGERE,BILICHODU PS,2019,2024,6,741,392,349,1,65.33,0.148038571,0.148038571,85.2,14.51465085,76.21104233,MEDIUM
DAVANAGERE,DAVANAGERE SOUTH TRAFFIC PS,2019,2024,6,794,430,364,1,71.67,0.162612316,0.162612316,83.74,14.44921159,75.91268406,MEDIUM
DAVANAGERE,BASAVAPATNA PS,2019,2024,6,815,433,382,1,72.17,0.163762875,0.163762875,83.62,14.20020361,75.77935302,MEDIUM
DAVANAGERE,HADADI PS,2019,2024,6,927,498,429,1,83,0.18869165,0.18869165,81.13,14.3501169,75.90968545,MEDIUM
DAVANAGERE,DAVANAGERE WOMEN PS,2019,2024,6,811,541,270,1,90.17,0.205182994,0.205182994,79.48,14.46282547,75.91765416,MEDIUM
DAVANAGERE,HARIHARA TOWN PS,2019,2024,6,1010,543,467,1,90.5,0.205950033,0.205950033,79.4,14.51396989,75.8084251,MEDIUM
DAVANAGERE,VIDYANAGAR PS,2019,2024,6,1040,557,483,1,92.83,0.211319307,0.211319307,78.87,14.43773651,75.90660089,MEDIUM
DAVANAGERE,DAVANAGERE EXTENTION PS,2019,2024,6,1087,558,529,1,93,0.211702827,0.211702827,78.83,14.46001582,75.91700642,MEDIUM
DAVANAGERE,KTJ NAGAR PS,2019,2024,6,1114,578,536,1,96.33,0.219373219,0.219373219,78.06,14.44828422,75.92251262,MEDIUM
DAVANAGERE,SANTHEBENNUR PS,2019,2024,6,1084,589,495,1,98.17,0.223591935,0.223591935,77.64,14.184431,75.88104186,MEDIUM
DAVANAGERE,HARIHARA RURAL PS,2019,2024,6,1173,630,543,1,105,0.239316239,0.239316239,76.07,14.49789054,75.80941693,MEDIUM
DAVANAGERE,MALEBENNUR PS,2019,2024,6,1217,647,570,1,107.83,0.245836073,0.245836073,75.42,14.37889541,75.73334937,MEDIUM
DAVANAGERE,NYAMATHI PS,2019,2024,6,1205,664,541,1,110.67,0.252355906,0.252355906,74.76,14.12568467,75.56509992,MEDIUM
DAVANAGERE,HONNALI PS,2019,2024,6,1264,695,569,1,115.83,0.264245014,0.264245014,73.58,14.23700382,75.68622789,MEDIUM
DAVANAGERE,DAVANAGERE RURAL PS,2019,2024,6,1764,958,806,1,159.67,0.365110673,0.365110673,63.49,14.45466051,75.98129114,HIGH
DAVANAGERE,CHANNAGIRI PS,2018,2024,7,2432,1325,1107,1,189.29,0.433267587,0.433267587,56.67,14.02887994,75.92988546,HIGH
DHARWAD,DHARWAD CEN CRIME PS,2019,2024,6,257,129,128,1,21.5,0.047172913,0.047172913,95.28,15.37987726,75.10334274,LOW
DHARWAD,DHARWAD WOMEN PS,2019,2024,6,297,186,111,1,31,0.069033531,0.069033531,93.1,15.38483273,75.05664829,LOW
DHARWAD,GUDAGERI PS,2019,2024,6,451,237,214,1,39.5,0.088593031,0.088593031,91.14,15.13606059,75.33746417,LOW
DHARWAD,ALNAVAR PS,2019,2024,6,585,312,273,1,52,0.117357002,0.117357002,88.26,15.4307987,74.78588888,LOW
DHARWAD,ANNIGERI PS,2018,2024,7,897,488,409,1,69.71,0.158119658,0.158119658,84.19,15.42926196,75.40133519,MEDIUM
DHARWAD,NAVALGUND PS,2016,2024,7,1063,586,477,1,83.71,0.190335306,0.190335306,80.97,15.57596581,75.32527243,MEDIUM
DHARWAD,KUNDAGOL PS,2019,2024,6,999,546,453,1,91,0.207100592,0.207100592,79.29,15.21779157,75.24595637,MEDIUM
DHARWAD,GARAG PS,2019,2024,6,1310,716,594,1,119.33,0.272298926,0.272298926,72.77,15.54979422,74.90906784,MEDIUM
DHARWAD,KALAGHATAGI PS,2019,2024,6,1790,973,817,1,162.17,0.370863467,0.370863467,62.91,15.19724886,74.96817502,HIGH
DHARWAD,HUBLI RURAL PS,2019,2024,6,1767,1002,765,1,167,0.381985536,0.381985536,61.8,15.3255202,75.18216308,HIGH
DHARWAD,DHARWAD RURAL PS,2019,2024,6,1825,1020,805,1,170,0.388888889,0.388888889,61.11,15.46909769,75.00490328,HIGH
GADAG,GADAG WOMEN PS,2020,2024,5,85,57,28,1,11.4,0.023931624,0.023931624,97.61,15.4251577,75.62247056,LOW
GADAG,GADAG TRAFFIC PS,2019,2024,6,210,125,85,1,20.83,0.045638834,0.045638834,95.44,15.43816789,75.63999704,LOW
GADAG,GADAG CEN CRIME PS,2019,2024,6,402,202,200,1,33.67,0.075169844,0.075169844,92.48,15.40517678,75.63484692,LOW
GADAG,BETAGERI EXTENTION PS,2019,2024,6,525,276,249,1,46,0.103550296,0.103550296,89.64,15.42792988,75.64326629,LOW
GADAG,MULAGUND PS,2019,2024,6,622,332,290,1,55.33,0.125027394,0.125027394,87.5,15.25085642,75.570829,LOW
GADAG,NAREGAL PS,2019,2024,6,795,420,375,1,70,0.15877712,0.15877712,84.12,15.60029122,75.78052382,MEDIUM
GADAG,BETAGERI PS,2019,2024,6,895,461,434,1,76.83,0.174501425,0.174501425,82.55,15.44737624,75.64940029,MEDIUM
GADAG,SHIRAHATTI PS,2018,2024,7,1228,654,574,1,93.43,0.21268902,0.21268902,78.73,15.14553754,75.62016492,MEDIUM
GADAG,GADAG TOWN PS,2019,2024,6,1145,597,548,1,99.5,0.226660092,0.226660092,77.33,15.4260069,75.6145973,MEDIUM
GADAG,RON PS,2017,2024,7,1358,726,632,1,103.71,0.236357659,0.236357659,76.36,15.7271734,75.67880142,MEDIUM
GADAG,LAKSHMESHWAR PS,2019,2024,6,1213,651,562,1,108.5,0.247370151,0.247370151,75.26,15.11686822,75.5037749,MEDIUM
GADAG,GAJENDRAGAD PS,2019,2024,6,1408,742,666,1,123.67,0.282270436,0.282270436,71.77,15.74510301,75.93811927,HIGH
GADAG,MUNDARGI PS,2019,2024,6,1528,841,687,1,140.17,0.320238878,0.320238878,67.98,15.2001156,75.81633326,HIGH
GADAG,NARGUND PS,2019,2024,6,1572,878,694,1,146.33,0.334429104,0.334429104,66.56,15.74881602,75.41330205,HIGH
GADAG,GADAG RURAL PS,2018,2024,7,2192,1211,981,1,173,0.395792242,0.395792242,60.42,15.39777432,75.62145938,HIGH
HASSAN,HASSAN CEN CRIME PS,2020,2024,4,98,49,49,1,12.25,0.025887574,0.025887574,97.41,12.9938622,76.17021151,LOW
HASSAN,HASSAN WOMEN PS,2019,2024,6,133,96,37,1,16,0.034516765,0.034516765,96.55,13.01352177,76.14184098,LOW
HASSAN,BELUR PS,2021,2024,4,131,71,60,1,17.75,0.038543721,0.038543721,96.15,13.14227779,75.68304742,LOW
HASSAN,HALLYMYSORE PS,2019,2024,5,184,104,80,1,20.8,0.04556213,0.04556213,95.44,12.65057084,76.26543994,LOW
HASSAN,YESLUR PS,2020,2024,3,132,70,62,1,23.33,0.051391628,0.051391628,94.86,12.76294324,75.81097043,LOW
HASSAN,JAVAGAL PS,2019,2024,4,171,94,77,1,23.5,0.051775148,0.051775148,94.82,13.29824186,76.07317546,LOW
HASSAN,HOLENARASIPURA TOWN PS,2019,2024,6,261,143,118,1,23.83,0.052542187,0.052542187,94.75,12.62489932,76.22408136,LOW
HASSAN,PENSION MOHALLA PS,2020,2024,4,184,96,88,1,24,0.052925707,0.052925707,94.71,13.0164074,76.12427613,LOW
HASSAN,HASSAN CITY PS,2018,2024,7,362,188,174,1,26.86,0.059500329,0.059500329,94.05,13.00480309,76.09652757,LOW
HASSAN,HIRISAVE PS,2022,2024,3,154,81,73,1,27,0.05982906,0.05982906,94.02,12.94801369,76.54158269,LOW
HASSAN,ALUR PS,2019,2024,6,307,165,142,1,27.5,0.060979619,0.060979619,93.9,12.93704955,75.95840647,LOW
HASSAN,ARASIKERE TOWN PS,2020,2024,5,262,142,120,1,28.4,0.063050625,0.063050625,93.69,13.29633026,76.26698825,LOW
HASSAN,SAKALESHPURA RURAL PS,2019,2024,5,297,159,138,1,31.8,0.070874425,0.070874425,92.91,12.81525964,75.73120313,LOW
HASSAN,SHRAVANABELAGOLA PS,2019,2024,6,391,209,182,1,34.83,0.077854482,0.077854482,92.21,12.83474047,76.46070017,LOW
HASSAN,HASSAN EXTN. PS,2021,2024,4,275,146,129,1,36.5,0.081689678,0.081689678,91.83,13.02193578,76.1219565,LOW
HASSAN,KONANUR PS,2019,2024,5,366,198,168,1,39.6,0.088823143,0.088823143,91.12,12.48943715,76.10123599,LOW
HASSAN,HALEBEEDU PS,2019,2024,5,381,206,175,1,41.2,0.092504931,0.092504931,90.75,13.1878909,76.0117085,LOW
HASSAN,HOLENARASIPURA RURAL PS,2019,2024,6,457,248,209,1,41.33,0.092811747,0.092811747,90.72,12.78629411,76.25861944,LOW
HASSAN,CHANNARAYAPATNA RURAL PS,2019,2024,6,466,250,216,1,41.67,0.093578786,0.093578786,90.64,12.92038303,76.35130473,LOW
HASSAN,ARASIKERE RURAL PS,2022,2024,3,234,131,103,1,43.67,0.098181021,0.098181021,90.18,13.31505971,76.27560218,LOW
HASSAN,SAKALESHPURA TOWN PS,2019,2024,4,347,182,165,1,45.5,0.102399737,0.102399737,89.76,12.9488895,75.79107434,LOW
HASSAN,NUGGEHALLI PS,2019,2024,6,624,332,292,1,55.33,0.125027394,0.125027394,87.5,13.03769146,76.4547935,LOW
HASSAN,AREHALLI PS,2019,2024,5,542,292,250,1,58.4,0.132084155,0.132084155,86.79,13.07150066,75.82150209,LOW
HASSAN,GANDASI PS,2019,2024,5,564,302,262,1,60.4,0.136686391,0.136686391,86.33,13.16476585,76.29677387,MEDIUM
HASSAN,BANAVARA PS,2019,2024,6,703,384,319,1,64,0.144970414,0.144970414,85.5,13.40902263,76.21057517,MEDIUM
HASSAN,GORURU PS,2020,2024,5,645,347,298,1,69.4,0.15739645,0.15739645,84.26,12.86155902,76.09494603,MEDIUM
HASSAN,CHANNARAYAPATNA TRAFFIC PS,2019,2024,5,650,358,292,1,71.6,0.162458909,0.162458909,83.75,12.88499859,76.39938667,MEDIUM
HASSAN,DUDDA PS,2019,2024,6,875,467,408,1,77.83,0.176802542,0.176802542,82.32,13.08514691,76.20314083,MEDIUM
HASSAN,HASSAN RURAL PS,2019,2024,6,948,516,432,1,86,0.195595003,0.195595003,80.44,13.02546641,76.09924237,MEDIUM
HASSAN,CHANNARAYAPATNA TOWN PS,2019,2024,6,990,522,468,1,87,0.197896121,0.197896121,80.21,12.87565938,76.40232281,MEDIUM
HASSAN,HASSAN TRAFFIC PS,2019,2024,6,1113,607,506,1,101.17,0.230495288,0.230495288,76.95,12.99860719,76.11867571,MEDIUM
HASSAN,SHANTHIGRAMA PS,2019,2024,6,1139,611,528,1,101.83,0.232029367,0.232029367,76.8,12.96357079,76.21385702,MEDIUM
HASSAN,ARAKALAGUD PS,2019,2024,6,1687,894,793,1,149,0.340565417,0.340565417,65.94,12.73272729,76.11685773,HIGH
HAVERI,HULAGUR PS,2023,2024,2,92,47,45,1,23.5,0.051775148,0.051775148,94.82,15.07451309,75.28282747,LOW
HAVERI,RANEBENNUR TRAFFIC PS,2019,2024,6,282,159,123,1,26.5,0.058678501,0.058678501,94.13,14.61126475,75.62981351,LOW
HAVERI,KUMARAPATTANAM PS,2019,2024,5,255,136,119,1,27.2,0.060289283,0.060289283,93.97,14.56059384,75.72736818,LOW
